customer_id,gender,age,payment_method,age_group
C111704,Female,69.0,Cash,65+
C152504,Female,27.0,Credit Card,26-35
C105154,Female,21.0,Cash,18-25
C299122,Male,25.0,Cash,18-25
C273078,Male,65.0,Credit Card,51-65
C211387,Female,27.0,Cash,26-35
C338707,Female,34.0,Credit Card,26-35
C802216,Female,34.0,Cash,26-35
C972228,Female,52.0,Debit Card,51-65
C116451,Female,34.0,Credit Card,26-35
C502087,Female,68.0,Credit Card,65+
C158627,Female,30.0,Debit Card,26-35
C334704,Male,50.0,Cash,36-50
C317936,Female,27.0,Cash,26-35
C209437,Female,49.0,Cash,36-50
C323115,Male,68.0,Credit Card,65+
C189820,Female,20.0,Credit Card,18-25
C244234,Male,38.0,Credit Card,36-50
C906012,Male,41.0,Cash,36-50
C162064,Male,58.0,Debit Card,51-65
C759407,Female,19.0,Cash,18-25
C777456,Female,36.0,Credit Card,36-50
C271514,Male,34.0,Credit Card,26-35
C830047,Male,42.0,Credit Card,36-50
C414536,Female,26.0,Credit Card,26-35
C768974,Female,51.0,Cash,51-65
C216034,Male,29.0,Credit Card,26-35
C236585,Female,32.0,Debit Card,26-35
C162415,Female,20.0,Credit Card,18-25
C333836,Female,68.0,Credit Card,65+
C690499,Female,27.0,Cash,26-35
C180877,Female,50.0,Cash,36-50
C724808,Female,48.0,Cash,36-50
C930522,Female,24.0,Credit Card,18-25
C296200,Male,57.0,Credit Card,51-65
C323977,Female,63.0,Debit Card,51-65
C115250,Female,37.0,Credit Card,36-50
C712762,Female,33.0,Credit Card,26-35
C245881,Male,27.0,Cash,26-35
C289983,Female,24.0,Cash,18-25
C508305,Female,50.0,Credit Card,36-50
C174668,Male,34.0,Credit Card,26-35
C239142,Female,41.0,Credit Card,36-50
C311226,Male,47.0,Credit Card,36-50
C150518,Male,65.0,Credit Card,51-65
C292454,Male,31.0,Debit Card,26-35
C150665,Female,48.0,Cash,36-50
C238369,Female,65.0,Cash,51-65
C155092,Female,69.0,Credit Card,65+
C156767,Female,43.0,Cash,36-50
C206988,Male,51.0,Cash,51-65
C147067,Male,57.0,Credit Card,51-65
C222817,Male,68.0,Cash,65+
C131564,Female,36.0,Debit Card,36-50
C178180,Female,21.0,Cash,18-25
C372670,Male,46.0,Credit Card,36-50
C472358,Female,20.0,Credit Card,18-25
C286256,Male,34.0,Credit Card,26-35
C194444,Male,29.0,Debit Card,26-35
C332894,Female,24.0,Cash,18-25
C201268,Female,37.0,Cash,36-50
C317156,Male,40.0,Cash,36-50
C231973,Female,51.0,Cash,51-65
C210467,Male,64.0,Credit Card,51-65
C133838,Male,57.0,Credit Card,51-65
C139748,Female,61.0,Cash,51-65
C827327,Male,68.0,Cash,65+
C303324,Female,51.0,Debit Card,51-65
C225031,Male,52.0,Credit Card,51-65
C669919,Female,43.0,Credit Card,36-50
C143701,Female,37.0,Credit Card,36-50
C239996,Female,51.0,Credit Card,51-65
C226143,Female,23.0,Debit Card,18-25
C310008,Female,25.0,Cash,18-25
C828181,Male,30.0,Credit Card,26-35
C265539,Male,35.0,Debit Card,26-35
C236507,Female,39.0,Debit Card,36-50
C248202,Male,34.0,Cash,26-35
C373889,Female,66.0,Debit Card,65+
C217351,Male,29.0,Credit Card,26-35
C825813,Female,27.0,Credit Card,26-35
C103029,Male,38.0,Debit Card,36-50
C605076,Female,58.0,Cash,51-65
C130790,Female,40.0,Credit Card,36-50
C154256,Male,64.0,Cash,51-65
C967126,Female,25.0,Credit Card,18-25
C186350,Female,41.0,Cash,36-50
C318815,Female,65.0,Cash,51-65
C560361,Female,34.0,Cash,26-35
C272514,Female,26.0,Debit Card,26-35
C668973,Female,43.0,Cash,36-50
C237889,Female,64.0,Debit Card,51-65
C230650,Female,35.0,Credit Card,26-35
C280304,Female,46.0,Credit Card,36-50
C274702,Male,46.0,Credit Card,36-50
C171805,Female,48.0,Credit Card,36-50
C631084,Male,53.0,Cash,51-65
C264571,Female,19.0,Cash,18-25
C165707,Male,21.0,Credit Card,18-25
C110675,Female,45.0,Credit Card,36-50
C295356,Female,21.0,Cash,18-25
C695480,Female,40.0,Credit Card,36-50
C296409,Male,66.0,Cash,65+
C339124,Female,63.0,Credit Card,51-65
C923049,Male,45.0,Debit Card,36-50
C255716,Female,35.0,Cash,26-35
C111196,Male,56.0,Cash,51-65
C491353,Female,43.0,Credit Card,36-50
C193933,Male,64.0,Credit Card,51-65
C156642,Female,57.0,Cash,51-65
C110583,Male,66.0,Debit Card,65+
C202016,Male,19.0,Cash,18-25
C208106,Female,40.0,Cash,36-50
C270665,Female,61.0,Cash,51-65
C510789,Female,22.0,Cash,18-25
C271900,Female,33.0,Cash,26-35
C224729,Female,67.0,Cash,65+
C232425,Female,45.0,Debit Card,36-50
C176878,Male,21.0,Debit Card,18-25
C282171,Male,63.0,Cash,51-65
C409579,Female,36.0,Cash,36-50
C958142,Male,63.0,Cash,51-65
C124997,Male,37.0,Debit Card,36-50
C287848,Male,59.0,Credit Card,51-65
C240264,Female,69.0,Credit Card,65+
C222545,Female,51.0,Cash,51-65
C163965,Female,19.0,Credit Card,18-25
C192701,Female,64.0,Debit Card,51-65
C314531,Female,62.0,Cash,51-65
C356928,Female,51.0,Debit Card,51-65
C257275,Male,62.0,Cash,51-65
C178563,Female,57.0,Debit Card,51-65
C322453,Male,36.0,Cash,36-50
C176462,Male,62.0,Credit Card,51-65
C301735,Male,53.0,Debit Card,51-65
C494041,Female,50.0,Cash,36-50
C951501,Female,52.0,Cash,51-65
C202516,Female,48.0,Debit Card,36-50
C136195,Male,31.0,Cash,26-35
C247850,Female,68.0,Credit Card,65+
C213395,Male,55.0,Credit Card,51-65
C257692,Female,29.0,Cash,26-35
C196512,Male,22.0,Cash,18-25
C321633,Female,35.0,Credit Card,26-35
C130029,Male,23.0,Credit Card,18-25
C213621,Female,53.0,Credit Card,51-65
C223946,Male,65.0,Cash,51-65
C120735,Male,46.0,Cash,36-50
C589798,Male,43.0,Credit Card,36-50
C231102,Female,67.0,Credit Card,65+
C311615,Female,29.0,Cash,26-35
C306919,Female,27.0,Cash,26-35
C112907,Female,56.0,Credit Card,51-65
C132961,Female,38.0,Credit Card,36-50
C159151,Female,34.0,Cash,26-35
C120734,Female,25.0,Cash,18-25
C812422,Female,53.0,Cash,51-65
C774506,Male,43.0,Cash,36-50
C844181,Male,52.0,Cash,51-65
C140197,Female,41.0,Debit Card,36-50
C789624,Male,30.0,Credit Card,26-35
C153973,Female,25.0,Cash,18-25
C129028,Female,66.0,Credit Card,65+
C188125,Female,42.0,Credit Card,36-50
C338299,Male,38.0,Cash,36-50
C626593,Male,35.0,Cash,26-35
C308901,Female,63.0,Credit Card,51-65
C191938,Male,69.0,Cash,65+
C104280,Male,58.0,Credit Card,51-65
C714130,Female,23.0,Cash,18-25
C213459,Female,37.0,Cash,36-50
C255813,Male,29.0,Cash,26-35
C956613,Female,67.0,Credit Card,65+
C137943,Male,30.0,Cash,26-35
C109659,Female,44.0,Credit Card,36-50
C324983,Male,19.0,Credit Card,18-25
C278660,Male,23.0,Cash,18-25
C250166,Female,18.0,Credit Card,18-25
C170229,Female,58.0,Debit Card,51-65
C163175,Female,29.0,Cash,26-35
C177685,Male,57.0,Credit Card,51-65
C280238,Female,61.0,Cash,51-65
C139772,Female,65.0,Cash,51-65
C152412,Female,47.0,Cash,36-50
C173602,Female,63.0,Cash,51-65
C185482,Female,29.0,Debit Card,26-35
C176504,Female,18.0,Cash,18-25
C234936,Male,30.0,Debit Card,26-35
C159613,Male,29.0,Cash,26-35
C842367,Female,37.0,Cash,36-50
C272297,Female,40.0,Debit Card,36-50
C130858,Male,22.0,Cash,18-25
C330226,Female,39.0,Debit Card,36-50
C781711,Female,26.0,Cash,26-35
C231925,Female,60.0,Credit Card,51-65
C102008,Male,50.0,Cash,36-50
C173482,Female,56.0,Cash,51-65
C184757,Female,32.0,Cash,26-35
C593966,Male,30.0,Debit Card,26-35
C197816,Female,62.0,Cash,51-65
C168537,Male,47.0,Debit Card,36-50
C481424,Female,54.0,Credit Card,51-65
C336707,Female,34.0,Credit Card,26-35
C644934,Female,39.0,Credit Card,36-50
C231790,Female,49.0,Credit Card,36-50
C417566,Female,42.0,Cash,36-50
C189669,Male,24.0,Cash,18-25
C309380,Female,64.0,Credit Card,51-65
C315745,Female,31.0,Credit Card,26-35
C176865,Male,47.0,Cash,36-50
C241490,Female,57.0,Cash,51-65
C186971,Female,58.0,Credit Card,51-65
C314826,Female,38.0,Cash,36-50
C283574,Female,25.0,Cash,18-25
C231374,Female,31.0,Cash,26-35
C157052,Female,61.0,Debit Card,51-65
C125004,Female,32.0,Cash,26-35
C305720,Male,45.0,Cash,36-50
C488310,Male,45.0,Debit Card,36-50
C467469,Male,19.0,Credit Card,18-25
C261257,Female,49.0,Cash,36-50
C278486,Female,56.0,Credit Card,51-65
C273284,Male,65.0,Credit Card,51-65
C194782,Female,57.0,Credit Card,51-65
C276727,Female,22.0,Cash,18-25
C336520,Female,20.0,Credit Card,18-25
C931139,Male,57.0,Cash,51-65
C302229,Female,68.0,Cash,65+
C763258,Male,52.0,Credit Card,51-65
C303092,Female,19.0,Cash,18-25
C156367,Female,39.0,Cash,36-50
C448355,Male,57.0,Debit Card,51-65
C664528,Male,63.0,Cash,51-65
C564046,Female,59.0,Cash,51-65
C247987,Female,49.0,Cash,36-50
C340126,Female,65.0,Debit Card,51-65
C306476,Female,63.0,Cash,51-65
C198896,Male,54.0,Cash,51-65
C213748,Male,65.0,Cash,51-65
C281265,Female,68.0,Debit Card,65+
C228557,Female,29.0,Debit Card,26-35
C501534,Male,22.0,Cash,18-25
C512017,Male,54.0,Cash,51-65
C172959,Female,58.0,Cash,51-65
C339443,Female,63.0,Cash,51-65
C450314,Male,56.0,Credit Card,51-65
C745381,Male,63.0,Debit Card,51-65
C279822,Female,33.0,Cash,26-35
C312356,Female,27.0,Cash,26-35
C348441,Female,62.0,Cash,51-65
C296519,Female,42.0,Cash,36-50
C661228,Female,44.0,Credit Card,36-50
C240190,Male,65.0,Credit Card,51-65
C308953,Female,25.0,Credit Card,18-25
C479334,Male,50.0,Cash,36-50
C731164,Female,25.0,Credit Card,18-25
C125972,Female,57.0,Cash,51-65
C431418,Female,43.0,Credit Card,36-50
C277873,Female,64.0,Debit Card,51-65
C896151,Female,44.0,Debit Card,36-50
C218017,Male,27.0,Cash,26-35
C214109,Male,28.0,Credit Card,26-35
C844298,Male,63.0,Cash,51-65
C923099,Female,38.0,Debit Card,36-50
C178928,Male,32.0,Credit Card,26-35
C843851,Female,29.0,Credit Card,26-35
C215532,Male,31.0,Credit Card,26-35
C940551,Female,51.0,Credit Card,51-65
C634039,Female,44.0,Cash,36-50
C306754,Female,54.0,Debit Card,51-65
C218166,Female,22.0,Debit Card,18-25
C546823,Male,63.0,Credit Card,51-65
C887255,Male,20.0,Cash,18-25
C316122,Female,46.0,Credit Card,36-50
C915950,Female,22.0,Credit Card,18-25
C230720,Female,62.0,Cash,51-65
C305485,Male,51.0,Cash,51-65
C330122,Female,21.0,Debit Card,18-25
C178808,Male,29.0,Cash,26-35
C298338,Female,62.0,Cash,51-65
C198136,Female,56.0,Cash,51-65
C285122,Female,18.0,Cash,18-25
C187171,Female,58.0,Cash,51-65
C279925,Female,54.0,Debit Card,51-65
C408766,Female,65.0,Debit Card,51-65
C178333,Male,59.0,Cash,51-65
C219544,Male,60.0,Cash,51-65
C107741,Female,18.0,Credit Card,18-25
C129500,Female,24.0,Cash,18-25
C345228,Male,20.0,Cash,18-25
C205339,Male,31.0,Credit Card,26-35
C242348,Female,52.0,Cash,51-65
C252666,Female,48.0,Credit Card,36-50
C632595,Female,55.0,Debit Card,51-65
C205613,Female,42.0,Cash,36-50
C148188,Male,46.0,Credit Card,36-50
C160420,Male,65.0,Credit Card,51-65
C114904,Female,46.0,Credit Card,36-50
C100743,Male,54.0,Debit Card,51-65
C294099,Female,61.0,Credit Card,51-65
C197486,Female,27.0,Credit Card,26-35
C660582,Male,57.0,Debit Card,51-65
C302021,Male,38.0,Cash,36-50
C322319,Female,23.0,Cash,18-25
C197942,Female,53.0,Credit Card,51-65
C294556,Female,40.0,Credit Card,36-50
C303454,Female,26.0,Credit Card,26-35
C292969,Male,54.0,Debit Card,51-65
C144403,Female,39.0,Credit Card,36-50
C231281,Female,66.0,Credit Card,65+
C233136,Male,55.0,Credit Card,51-65
C496288,Male,65.0,Credit Card,51-65
C250716,Female,41.0,Credit Card,36-50
C169995,Male,62.0,Cash,51-65
C671487,Female,36.0,Cash,36-50
C311467,Male,54.0,Cash,51-65
C817118,Female,54.0,Cash,51-65
C848941,Male,51.0,Cash,51-65
C581968,Female,34.0,Credit Card,26-35
C207189,Female,63.0,Credit Card,51-65
C193169,Female,27.0,Credit Card,26-35
C299494,Female,46.0,Cash,36-50
C219531,Female,19.0,Credit Card,18-25
C235361,Female,64.0,Cash,51-65
C120927,Female,30.0,Credit Card,26-35
C875100,Male,58.0,Cash,51-65
C844332,Female,27.0,Cash,26-35
C230745,Female,67.0,Credit Card,65+
C155003,Female,38.0,Cash,36-50
C924341,Female,56.0,Debit Card,51-65
C247188,Male,55.0,Cash,51-65
C599716,Female,52.0,Cash,51-65
C187480,Female,53.0,Cash,51-65
C246472,Male,20.0,Cash,18-25
C277306,Female,28.0,Credit Card,26-35
C272084,Female,47.0,Credit Card,36-50
C160587,Female,49.0,Cash,36-50
C242175,Male,61.0,Debit Card,51-65
C241743,Female,18.0,Credit Card,18-25
C550907,Male,58.0,Credit Card,51-65
C432427,Male,28.0,Cash,26-35
C202344,Female,33.0,Cash,26-35
C144989,Female,55.0,Cash,51-65
C983775,Female,59.0,Cash,51-65
C203826,Male,38.0,Credit Card,36-50
C170279,Female,41.0,Debit Card,36-50
C101475,Female,53.0,Credit Card,51-65
C633415,Female,23.0,Cash,18-25
C198365,Female,30.0,Debit Card,26-35
C118059,Female,45.0,Credit Card,36-50
C306514,Female,37.0,Cash,36-50
C258505,Male,66.0,Credit Card,65+
C467276,Male,57.0,Cash,51-65
C715427,Female,44.0,Credit Card,36-50
C167727,Female,23.0,Debit Card,18-25
C871750,Male,61.0,Cash,51-65
C366207,Female,46.0,Credit Card,36-50
C694395,Male,61.0,Debit Card,51-65
C183607,Female,47.0,Cash,36-50
C227224,Female,55.0,Debit Card,51-65
C693724,Female,28.0,Credit Card,26-35
C261303,Female,52.0,Credit Card,51-65
C262345,Female,34.0,Debit Card,26-35
C311464,Female,43.0,Credit Card,36-50
C335065,Female,38.0,Credit Card,36-50
C184486,Female,63.0,Debit Card,51-65
C167509,Female,43.0,Cash,36-50
C416594,Female,32.0,Cash,26-35
C250274,Female,23.0,Debit Card,18-25
C247084,Female,29.0,Credit Card,26-35
C195244,Female,59.0,Credit Card,51-65
C154503,Female,37.0,Cash,36-50
C248337,Female,34.0,Cash,26-35
C179298,Female,22.0,Cash,18-25
C100006,Male,44.0,Credit Card,36-50
C206514,Female,45.0,Debit Card,36-50
C958462,Female,55.0,Debit Card,51-65
C181148,Male,48.0,Cash,36-50
C824915,Female,69.0,Credit Card,65+
C106464,Male,47.0,Cash,36-50
C278391,Male,39.0,Debit Card,36-50
C290714,Male,39.0,Cash,36-50
C105577,Female,26.0,Credit Card,26-35
C290845,Female,41.0,Cash,36-50
C260174,Female,62.0,Credit Card,51-65
C160879,Female,39.0,Credit Card,36-50
C174146,Female,22.0,Cash,18-25
C222188,Female,26.0,Cash,26-35
C172251,Male,60.0,Debit Card,51-65
C114922,Female,35.0,Cash,26-35
C510210,Female,30.0,Credit Card,26-35
C275649,Female,58.0,Credit Card,51-65
C196948,Female,26.0,Credit Card,26-35
C321452,Male,48.0,Cash,36-50
C646654,Male,57.0,Cash,51-65
C156724,Female,18.0,Credit Card,18-25
C719376,Female,36.0,Credit Card,36-50
C949468,Male,39.0,Cash,36-50
C137625,Female,59.0,Cash,51-65
C973728,Male,36.0,Debit Card,36-50
C332581,Male,50.0,Debit Card,36-50
C193164,Male,48.0,Cash,36-50
C284570,Female,21.0,Cash,18-25
C156055,Female,33.0,Debit Card,26-35
C238792,Female,33.0,Debit Card,26-35
C263354,Female,30.0,Credit Card,26-35
C634886,Female,28.0,Cash,26-35
C516440,Male,39.0,Cash,36-50
C176078,Female,24.0,Credit Card,18-25
C175497,Female,26.0,Credit Card,26-35
C193740,Male,34.0,Debit Card,26-35
C561881,Female,31.0,Cash,26-35
C131068,Female,61.0,Debit Card,51-65
C125207,Male,58.0,Cash,51-65
C244118,Female,60.0,Credit Card,51-65
C322743,Male,31.0,Cash,26-35
C107329,Male,61.0,Credit Card,51-65
C276676,Female,40.0,Debit Card,36-50
C133851,Female,49.0,Cash,36-50
C161999,Female,26.0,Credit Card,26-35
C964030,Female,42.0,Credit Card,36-50
C221636,Male,63.0,Cash,51-65
C260421,Male,50.0,Debit Card,36-50
C110250,Male,28.0,Credit Card,26-35
C881748,Female,50.0,Debit Card,36-50
C633068,Female,25.0,Credit Card,18-25
C190607,Female,21.0,Cash,18-25
C527840,Female,41.0,Debit Card,36-50
C518245,Female,56.0,Credit Card,51-65
C823203,Female,45.0,Cash,36-50
C416308,Male,24.0,Credit Card,18-25
C297232,Female,31.0,Debit Card,26-35
C195476,Male,44.0,Cash,36-50
C204597,Male,64.0,Cash,51-65
C135161,Female,35.0,Credit Card,26-35
C328918,Male,44.0,Debit Card,36-50
C296170,Female,52.0,Credit Card,51-65
C206825,Female,57.0,Cash,51-65
C239165,Male,53.0,Cash,51-65
C209837,Male,65.0,Cash,51-65
C239999,Female,47.0,Debit Card,36-50
C106906,Female,50.0,Cash,36-50
C328466,Female,35.0,Debit Card,26-35
C250207,Female,30.0,Cash,26-35
C179560,Male,30.0,Credit Card,26-35
C328075,Female,55.0,Cash,51-65
C216342,Female,35.0,Credit Card,26-35
C631158,Female,63.0,Credit Card,51-65
C216835,Male,51.0,Cash,51-65
C167615,Male,36.0,Cash,36-50
C326539,Female,45.0,Cash,36-50
C115389,Male,48.0,Cash,36-50
C157904,Female,21.0,Credit Card,18-25
C185995,Male,33.0,Cash,26-35
C127323,Female,50.0,Cash,36-50
C715746,Male,20.0,Credit Card,18-25
C207336,Female,59.0,Debit Card,51-65
C271775,Female,62.0,Cash,51-65
C694882,Female,48.0,Debit Card,36-50
C286247,Male,52.0,Debit Card,51-65
C119229,Male,59.0,Cash,51-65
C220678,Female,34.0,Cash,26-35
C270009,Female,29.0,Debit Card,26-35
C116431,Female,59.0,Cash,51-65
C264358,Female,29.0,Credit Card,26-35
C335621,Female,40.0,Debit Card,36-50
C204605,Male,47.0,Debit Card,36-50
C275860,Male,31.0,Cash,26-35
C267486,Male,45.0,Credit Card,36-50
C172359,Male,22.0,Credit Card,18-25
C262897,Female,25.0,Credit Card,18-25
C136799,Female,27.0,Credit Card,26-35
C971774,Female,35.0,Cash,26-35
C259641,Female,63.0,Credit Card,51-65
C328449,Female,66.0,Debit Card,65+
C702901,Female,69.0,Cash,65+
C152327,Female,67.0,Credit Card,65+
C132213,Female,53.0,Cash,51-65
C158885,Male,21.0,Credit Card,18-25
C175331,Male,21.0,Cash,18-25
C282697,Male,36.0,Cash,36-50
C170457,Female,46.0,Cash,36-50
C537467,Male,61.0,Cash,51-65
C197865,Female,32.0,Debit Card,26-35
C264160,Male,67.0,Cash,65+
C129888,Male,54.0,Debit Card,51-65
C311500,Female,47.0,Credit Card,36-50
C199192,Female,54.0,Debit Card,51-65
C297697,Male,22.0,Cash,18-25
C111013,Female,28.0,Cash,26-35
C254489,Female,26.0,Cash,26-35
C181170,Male,43.0,Cash,36-50
C303220,Male,18.0,Debit Card,18-25
C181339,Male,58.0,Credit Card,51-65
C253520,Male,43.0,Cash,36-50
C216633,Female,61.0,Cash,51-65
C242122,Female,24.0,Credit Card,18-25
C448594,Female,62.0,Credit Card,51-65
C198203,Male,23.0,Cash,18-25
C241703,Female,50.0,Debit Card,36-50
C161688,Male,65.0,Debit Card,51-65
C269193,Female,56.0,Credit Card,51-65
C935695,Female,59.0,Cash,51-65
C170182,Male,18.0,Credit Card,18-25
C303538,Female,58.0,Credit Card,51-65
C246880,Female,27.0,Credit Card,26-35
C140895,Female,68.0,Credit Card,65+
C187907,Female,52.0,Credit Card,51-65
C764807,Female,36.0,Credit Card,36-50
C282649,Female,66.0,Credit Card,65+
C278749,Male,47.0,Cash,36-50
C228309,Male,63.0,Cash,51-65
C171644,Male,36.0,Credit Card,36-50
C532504,Male,56.0,Debit Card,51-65
C445594,Male,20.0,Credit Card,18-25
C950672,Female,54.0,Cash,51-65
C339197,Female,28.0,Debit Card,26-35
C250294,Female,42.0,Cash,36-50
C280703,Female,57.0,Credit Card,51-65
C898489,Male,56.0,Credit Card,51-65
C178370,Female,56.0,Debit Card,51-65
C251939,Female,25.0,Debit Card,18-25
C201986,Male,39.0,Cash,36-50
C513060,Male,18.0,Cash,18-25
C227744,Male,56.0,Credit Card,51-65
C325500,Male,24.0,Cash,18-25
C266912,Male,29.0,Credit Card,26-35
C127380,Female,38.0,Credit Card,36-50
C172692,Female,19.0,Credit Card,18-25
C115640,Female,67.0,Cash,65+
C241895,Female,65.0,Credit Card,51-65
C130234,Female,21.0,Credit Card,18-25
C229528,Female,59.0,Cash,51-65
C291967,Male,21.0,Cash,18-25
C258573,Female,50.0,Debit Card,36-50
C135312,Female,26.0,Debit Card,26-35
C678154,Male,51.0,Credit Card,51-65
C652565,Male,45.0,Cash,36-50
C264228,Female,37.0,Cash,36-50
C158134,Male,41.0,Credit Card,36-50
C126980,Male,37.0,Debit Card,36-50
C195930,Male,44.0,Credit Card,36-50
C240307,Male,32.0,Debit Card,26-35
C140640,Female,25.0,Credit Card,18-25
C203375,Male,26.0,Cash,26-35
C240725,Female,57.0,Debit Card,51-65
C659752,Male,36.0,Cash,36-50
C147375,Male,38.0,Credit Card,36-50
C272390,Male,63.0,Credit Card,51-65
C252905,Male,44.0,Debit Card,36-50
C232250,Female,18.0,Credit Card,18-25
C306769,Female,33.0,Cash,26-35
C499287,Female,66.0,Credit Card,65+
C306947,Female,61.0,Debit Card,51-65
C548431,Female,59.0,Cash,51-65
C117598,Female,29.0,Credit Card,26-35
C495970,Male,59.0,Cash,51-65
C228203,Male,25.0,Debit Card,18-25
C936707,Male,39.0,Cash,36-50
C255454,Female,26.0,Debit Card,26-35
C233637,Male,48.0,Cash,36-50
C830389,Female,60.0,Debit Card,51-65
C205393,Male,60.0,Debit Card,51-65
C114188,Female,61.0,Cash,51-65
C102179,Female,59.0,Cash,51-65
C211569,Male,65.0,Cash,51-65
C210488,Female,32.0,Debit Card,26-35
C321617,Female,23.0,Debit Card,18-25
C187723,Female,48.0,Credit Card,36-50
C158839,Female,37.0,Cash,36-50
C287242,Male,24.0,Debit Card,18-25
C853281,Female,28.0,Debit Card,26-35
C211771,Female,58.0,Cash,51-65
C574013,Female,59.0,Cash,51-65
C170888,Male,25.0,Cash,18-25
C192560,Female,47.0,Credit Card,36-50
C255305,Male,66.0,Debit Card,65+
C153737,Male,40.0,Credit Card,36-50
C159594,Male,56.0,Cash,51-65
C232484,Female,29.0,Debit Card,26-35
C339603,Female,62.0,Cash,51-65
C897913,Female,44.0,Cash,36-50
C563063,Female,27.0,Credit Card,26-35
C808931,Female,52.0,Credit Card,51-65
C890326,Male,67.0,Cash,65+
C134817,Female,66.0,Cash,65+
C128500,Male,29.0,Credit Card,26-35
C146567,Female,32.0,Cash,26-35
C135388,Female,51.0,Cash,51-65
C121362,Female,51.0,Cash,51-65
C337915,Female,28.0,Credit Card,26-35
C303763,Female,27.0,Cash,26-35
C252998,Male,64.0,Credit Card,51-65
C153421,Male,43.0,Debit Card,36-50
C305115,Male,46.0,Credit Card,36-50
C186887,Female,45.0,Debit Card,36-50
C486951,Male,64.0,Debit Card,51-65
C321549,Female,41.0,Cash,36-50
C557543,Male,36.0,Credit Card,36-50
C321519,Male,32.0,Cash,26-35
C195307,Male,32.0,Credit Card,26-35
C813494,Female,21.0,Debit Card,18-25
C267954,Female,28.0,Cash,26-35
C339642,Female,60.0,Debit Card,51-65
C196155,Female,24.0,Cash,18-25
C208045,Male,43.0,Cash,36-50
C128731,Male,64.0,Debit Card,51-65
C253741,Female,34.0,Cash,26-35
C191329,Female,54.0,Credit Card,51-65
C124094,Male,27.0,Debit Card,26-35
C145068,Female,40.0,Cash,36-50
C217567,Female,63.0,Cash,51-65
C131569,Female,27.0,Credit Card,26-35
C736414,Female,57.0,Credit Card,51-65
C556637,Male,68.0,Cash,65+
C251922,Male,37.0,Credit Card,36-50
C191382,Female,27.0,Credit Card,26-35
C314330,Male,27.0,Credit Card,26-35
C123672,Female,49.0,Cash,36-50
C477115,Female,49.0,Credit Card,36-50
C200454,Female,57.0,Cash,51-65
C329466,Female,64.0,Credit Card,51-65
C257772,Male,22.0,Cash,18-25
C670612,Male,44.0,Credit Card,36-50
C447551,Female,42.0,Credit Card,36-50
C991424,Female,48.0,Credit Card,36-50
C914511,Female,27.0,Credit Card,26-35
C131384,Male,52.0,Credit Card,51-65
C240359,Male,60.0,Credit Card,51-65
C109307,Male,36.0,Debit Card,36-50
C118823,Female,63.0,Cash,51-65
C754444,Male,65.0,Credit Card,51-65
C234920,Male,61.0,Credit Card,51-65
C335350,Female,31.0,Cash,26-35
C892165,Male,54.0,Credit Card,51-65
C244468,Female,38.0,Cash,36-50
C109658,Female,65.0,Credit Card,51-65
C160904,Male,67.0,Cash,65+
C723972,Male,39.0,Cash,36-50
C158833,Female,65.0,Cash,51-65
C565829,Male,58.0,Credit Card,51-65
C118613,Male,62.0,Credit Card,51-65
C178450,Female,66.0,Credit Card,65+
C143078,Female,44.0,Cash,36-50
C319102,Female,53.0,Cash,51-65
C437188,Female,42.0,Credit Card,36-50
C278968,Female,25.0,Credit Card,18-25
C503683,Female,60.0,Credit Card,51-65
C286068,Male,55.0,Cash,51-65
C160132,Female,34.0,Credit Card,26-35
C275522,Female,66.0,Cash,65+
C249115,Female,68.0,Credit Card,65+
C179091,Female,63.0,Credit Card,51-65
C316479,Female,64.0,Cash,51-65
C284681,Female,59.0,Cash,51-65
C142197,Male,35.0,Debit Card,26-35
C309319,Male,24.0,Cash,18-25
C338799,Female,28.0,Credit Card,26-35
C410808,Female,39.0,Cash,36-50
C167964,Male,39.0,Credit Card,36-50
C716377,Male,67.0,Debit Card,65+
C589697,Female,46.0,Cash,36-50
C136416,Female,57.0,Debit Card,51-65
C354342,Male,45.0,Cash,36-50
C259087,Female,37.0,Credit Card,36-50
C635248,Female,59.0,Credit Card,51-65
C713747,Female,22.0,Cash,18-25
C169042,Male,49.0,Cash,36-50
C953694,Male,61.0,Cash,51-65
C458686,Female,58.0,Cash,51-65
C142070,Male,51.0,Debit Card,51-65
C210270,Female,19.0,Cash,18-25
C125892,Female,51.0,Cash,51-65
C179912,Female,46.0,Credit Card,36-50
C135548,Female,69.0,Credit Card,65+
C172418,Female,54.0,Credit Card,51-65
C141789,Female,20.0,Credit Card,18-25
C165823,Female,47.0,Cash,36-50
C335234,Female,61.0,Credit Card,51-65
C231051,Male,25.0,Debit Card,18-25
C672706,Female,22.0,Credit Card,18-25
C223384,Male,54.0,Credit Card,51-65
C321783,Male,53.0,Debit Card,51-65
C522982,Female,46.0,Cash,36-50
C193932,Male,27.0,Credit Card,26-35
C103840,Male,36.0,Debit Card,36-50
C440200,Male,24.0,Credit Card,18-25
C188744,Female,61.0,Cash,51-65
C734390,Female,38.0,Cash,36-50
C232140,Male,44.0,Cash,36-50
C764364,Female,55.0,Cash,51-65
C153724,Female,57.0,Debit Card,51-65
C129345,Female,66.0,Debit Card,65+
C222593,Female,34.0,Cash,26-35
C232415,Female,34.0,Cash,26-35
C184504,Female,42.0,Cash,36-50
C247989,Female,64.0,Cash,51-65
